timestamp,controller,occupancy,occupancy_count,predicted_count,predicted_occupancy,outdoor_temperature,indoor_before,action,indoor_temperature
2021-09-28 12:20:00,reactive,1,1,0.0,0,31.70000076,28.0,-1,27.2480000304
2021-09-28 12:25:00,reactive,1,1,0.0,0,31.89999962,27.2480000304,-1,26.534080013984003
2021-09-28 12:30:00,reactive,1,1,0.0,0,31.39998055,26.534080013984003,-1,25.828716035424645
2021-09-28 12:35:00,reactive,1,1,0.0,0,31.80002213,25.828716035424645,-1,25.16756827920766
2021-09-28 12:40:00,reactive,1,1,0.0,0,31.89999199,25.16756827920766,-1,24.536865227639357
2021-09-28 12:45:00,reactive,1,1,0.0,0,31.60002136,24.536865227639357,-1,23.919391472933786
2021-09-28 12:50:00,reactive,1,1,0.0,0,31.70003128,23.919391472933786,0,24.330617065216437
2021-09-28 12:55:00,reactive,1,1,0.0,0,32.20000076,24.330617065216437,-1,23.74539241300778
2021-09-28 13:00:00,reactive,1,3,0.0,0,32.00489426,23.74539241300778,0,24.37577248688747
2021-09-28 13:05:00,reactive,1,3,0.0,0,31.39999962,24.37577248688747,-1,23.95674157221197
2021-09-28 13:10:00,reactive,1,4,0.0,0,30.99998665,23.95674157221197,0,24.63847137532349
2021-09-28 13:15:00,reactive,1,5,0.0,0,30.50002289,24.63847137532349,-1,24.37293343591055
2021-09-28 13:20:00,reactive,1,8,0.0,0,30.39999962,24.37293343591055,-1,24.414016083274127
2021-09-28 13:25:00,reactive,1,8,0.0,0,30.40000916,24.414016083274127,-1,24.453455806343165
2021-09-28 13:30:00,reactive,1,7,0.0,0,30.29999924,24.453455806343165,-1,24.387317543689438
2021-09-28 13:35:00,reactive,1,7,0.0,0,30.09999466,24.387317543689438,-1,24.31582462834186
2021-09-28 13:40:00,reactive,1,7,0.0,0,30.00002098,24.31582462834186,-1,24.243192482408187
2021-09-28 13:45:00,reactive,1,8,0.0,0,30.10000038,24.243192482408187,-1,24.27746479831186
2021-09-28 13:50:00,reactive,1,8,0.0,0,29.79999924,24.27746479831186,-1,24.29836617597939
2021-09-28 13:55:00,reactive,1,8,0.0,0,29.60000229,24.29836617597939,-1,24.310431620540214
2021-09-28 14:00:00,reactive,1,6,0.0,0,29.70000076,24.310431620540214,-1,24.12601438611861
2021-09-28 14:05:00,reactive,1,6,0.0,0,29.39999962,24.12601438611861,-1,23.936973795473865
2021-09-28 14:10:00,reactive,1,6,0.0,0,29.49998856,23.936973795473865,0,24.75949438605491
2021-09-28 14:15:00,reactive,1,6,0.0,0,29.60001755,24.75949438605491,-1,24.553115312612714
2021-09-28 14:20:00,reactive,1,6,0.0,0,29.70000076,24.553115312612714,-1,24.358990730508207
2021-09-28 14:25:00,reactive,1,6,0.0,0,29.89999962,24.358990730508207,-1,24.18063108608788
2021-09-28 14:30:00,reactive,1,6,0.0,0,29.70000076,24.18063108608788,-1,24.00140587304437
2021-09-28 14:35:00,reactive,1,6,0.0,0,30.00000572,24.00140587304437,-1,23.841349866922595
2021-09-28 14:40:00,reactive,1,6,0.0,0,29.69996452,23.841349866922595,0,24.675694453045693
2021-09-28 14:45:00,reactive,1,6,0.0,0,29.69999504,24.675694453045693,-1,24.476666476523867
2021-09-28 14:50:00,reactive,1,6,0.0,0,29.70000076,24.476666476523867,-1,24.285599847862915
2021-09-28 14:55:00,reactive,1,6,0.0,0,29.7999897,24.285599847862915,-1,24.106175441948402
2021-09-28 15:00:00,reactive,1,6,0.0,0,29.40001678,24.106175441948402,-1,23.917929095470466
2021-09-28 15:05:00,reactive,1,6,0.0,0,29.70000076,23.917929095470466,0,24.74921196205165
2021-09-28 15:10:00,reactive,1,6,0.0,0,29.39998245,24.74921196205165,-1,24.535242781569586
2021-09-28 15:15:00,reactive,1,5,0.0,0,29.0,24.535242781569586,-1,24.2138330703068
2021-09-28 15:20:00,reactive,1,5,0.0,0,29.20000076,24.2138330703068,-1,23.91327977789453
2021-09-28 15:25:00,reactive,1,5,0.0,0,29.04998779,23.91327977789453,0,24.61874809837875
2021-09-28 15:30:00,reactive,1,7,0.0,0,29.00001144,24.61874809837875,-1,24.4939986320436
2021-09-28 15:35:00,reactive,1,7,0.0,0,29.20000076,24.4939986320436,-1,24.382238717161854
2021-09-28 15:40:00,reactive,1,7,0.0,0,29.20001793,24.382238717161854,-1,24.27494988567538
2021-09-28 15:45:00,reactive,1,7,0.0,0,29.49956322,24.27494988567538,-1,24.183934419048363
2021-09-28 15:50:00,reactive,1,2,0.0,0,29.29999924,24.183934419048363,-1,23.58857701188643
2021-09-28 15:55:00,reactive,1,2,0.0,0,29.5,23.58857701188643,0,24.02503393141097
2021-09-28 16:00:00,reactive,1,2,0.0,0,29.30000496,24.02503393141097,-1,23.43603277255453
2021-09-28 16:05:00,reactive,1,3,0.0,0,29.49999428,23.43603277255453,0,23.97859123285235
2021-09-28 16:10:00,reactive,1,3,0.0,0,29.0,23.97859123285235,0,24.479447583538256
2021-09-28 16:15:00,reactive,1,3,0.0,0,28.90001106,24.479447583538256,-1,23.956270122596727
2021-09-28 16:20:00,reactive,1,3,0.0,0,28.9999733,23.956270122596727,0,24.45801824969286
