timestamp,controller,occupancy,occupancy_count,predicted_count,predicted_occupancy,outdoor_temperature,indoor_before,action,indoor_temperature
2021-09-28 12:20:00,rl_ppo,1,1,3.25325608253479,1,31.70000076,28.0,0,28.2480000304
2021-09-28 12:25:00,rl_ppo,1,1,3.3195953369140625,1,31.89999962,28.2480000304,0,28.494080013984
2021-09-28 12:30:00,rl_ppo,1,1,3.327502965927124,1,31.39998055,28.494080013984,0,28.71031603542464
2021-09-28 12:35:00,rl_ppo,1,1,3.33241605758667,1,31.80002213,28.71031603542464,0,28.933904279207656
2021-09-28 12:40:00,rl_ppo,1,1,3.33978009223938,1,31.89999199,28.933904279207656,0,29.152547787639353
2021-09-28 12:45:00,rl_ppo,1,1,3.323281764984131,1,31.60002136,29.152547787639353,0,29.35044673053378
2021-09-28 12:50:00,rl_ppo,1,1,3.3297884464263916,1,31.70003128,29.35044673053378,0,29.54443011251243
2021-09-28 12:55:00,rl_ppo,1,1,3.413605213165283,1,32.20000076,29.54443011251243,0,29.750652938411935
2021-09-28 13:00:00,rl_ppo,1,3,3.5052714347839355,1,32.00489426,29.750652938411935,0,30.14082259127546
2021-09-28 13:05:00,rl_ppo,1,3,3.5515899658203125,1,31.39999962,30.14082259127546,0,30.49118967242444
2021-09-28 13:10:00,rl_ppo,1,4,3.554119348526001,1,30.99998665,30.49118967242444,0,30.91154155152746
2021-09-28 13:15:00,rl_ppo,1,5,3.5030786991119385,1,30.50002289,30.91154155152746,0,31.39508080506636
2021-09-28 13:20:00,rl_ppo,1,8,3.435021162033081,1,30.39999962,31.39508080506636,0,32.1552775576637
2021-09-28 13:25:00,rl_ppo,1,8,3.3686461448669434,1,30.40000916,32.1552775576637,0,32.88506682175715
2021-09-28 13:30:00,rl_ppo,1,7,3.3150954246520996,1,30.29999924,32.88506682175715,0,33.48166411848687
2021-09-28 13:35:00,rl_ppo,1,7,3.2582104206085205,1,30.09999466,33.48166411848687,0,34.046397340147394
2021-09-28 13:40:00,rl_ppo,1,7,3.2206013202667236,1,30.00002098,34.046397340147394,0,34.5845422857415
