timestamp,controller,occupancy,occupancy_count,predicted_count,predicted_occupancy,outdoor_temperature,indoor_before,action,indoor_temperature
2021-11-09 06:00:00,predictive,0,0,0.15130281448364258,0,26.29999924,28.0,0,27.9319999696
2021-11-09 06:05:00,predictive,0,0,0.2721724510192871,0,26.29999924,27.9319999696,0,27.866719940416
2021-11-09 06:10:00,predictive,0,0,0.37520933151245117,0,26.29999924,27.866719940416,0,27.80405111239936
2021-11-09 06:15:00,predictive,0,0,0.4684891700744629,0,26.29999924,27.80405111239936,0,27.743889037503386
2021-11-09 06:20:00,predictive,0,0,0.5481441020965576,0,26.29999924,27.743889037503386,0,27.68613344560325
2021-11-09 06:25:00,predictive,0,0,0.6155343055725098,0,26.29999924,27.68613344560325,0,27.63068807737912
2021-11-09 06:30:00,predictive,0,0,0.6721103191375732,0,26.23332787,27.63068807737912,0,27.574793669083956
2021-11-09 06:35:00,predictive,0,0,0.7238438129425049,0,26.20000076,27.574793669083956,0,27.5198019527206
2021-11-09 06:40:00,predictive,0,0,0.7749936580657959,0,26.10001945,27.5198019527206,0,27.463010652611775
2021-11-09 06:45:00,predictive,0,0,0.8436017036437988,0,26.19999504,27.463010652611775,0,27.412490028107303
2021-11-09 06:50:00,predictive,0,0,0.9640359878540039,0,26.20000076,27.412490028107303,0,27.36399045738301
2021-11-09 06:55:00,predictive,0,0,1.3389482498168945,0,26.20000076,27.36399045738301,0,27.31743086948769
2021-11-09 07:00:00,predictive,0,0,1.4692890644073486,0,26.20000076,27.31743086948769,0,27.272733665108184
2021-11-09 07:05:00,predictive,0,0,1.6248462200164795,0,26.20000076,27.272733665108184,0,27.229824348903858
2021-11-09 07:10:00,predictive,0,0,1.80984365940094,0,26.20000076,27.229824348903858,0,27.188631405347703
2021-11-09 07:15:00,predictive,0,0,2.02714204788208,1,26.20000076,27.188631405347703,-1,26.149086179533796
2021-11-09 07:20:00,predictive,0,0,2.2809953689575195,1,26.39999962,26.149086179533796,-1,25.159122717152446
2021-11-09 07:25:00,predictive,0,0,2.55885648727417,1,26.40000725,25.159122717152446,-1,24.208758098466348
2021-11-09 07:30:00,predictive,0,0,2.857003688812256,1,26.60000038,24.208758098466348,-1,23.304407789727694
2021-11-09 07:35:00,predictive,0,0,3.1576719284057617,1,26.70000076,23.304407789727694,0,23.440231508538588
2021-11-09 07:40:00,predictive,0,0,3.452397108078003,1,27.00002289,23.440231508538588,0,23.582623163797045
2021-11-09 07:45:00,predictive,0,0,3.727503776550293,1,27.20000076,23.582623163797045,-1,22.727318267645163
2021-11-09 07:50:00,predictive,0,0,3.98110294342041,1,27.49890518,22.727318267645163,0,22.918181744139357
2021-11-09 07:55:00,predictive,0,0,4.2110443115234375,1,27.69997406,22.918181744139357,0,23.109453436773784
2021-11-09 08:00:00,predictive,0,0,4.418597221374512,1,27.70001793,23.109453436773784,0,23.293076016502834
2021-11-09 08:05:00,predictive,0,0,4.611820697784424,1,28.0,23.293076016502834,0,23.48135297584272
2021-11-09 08:10:00,predictive,0,0,4.7891387939453125,1,28.10002899,23.48135297584272,0,23.66610001640901
2021-11-09 08:15:00,predictive,0,0,4.954031467437744,1,28.40001678,23.66610001640901,-1,22.85545668695265
2021-11-09 08:20:00,predictive,0,0,5.1057939529418945,1,28.50002098,22.85545668695265,0,23.081239258674543
2021-11-09 08:25:00,predictive,0,0,5.247547626495361,1,28.50000954,23.081239258674543,0,23.29799006992756
2021-11-09 08:30:00,predictive,0,0,5.379718780517578,1,28.70000076,23.29799006992756,0,23.514070497530458
2021-11-09 08:35:00,predictive,0,0,5.501438140869141,1,28.89999199,23.514070497530458,-1,22.729507357229238
2021-11-09 08:40:00,predictive,0,0,5.616628170013428,1,28.70000076,22.729507357229238,0,22.96832709334007
2021-11-09 08:45:00,predictive,0,0,5.729131698608398,1,28.5,22.96832709334007,0,23.189594009606466
2021-11-09 08:50:00,predictive,0,0,5.831838607788086,1,28.60000038,23.189594009606466,0,23.406010264422207
2021-11-09 08:55:00,predictive,0,0,5.925477027893066,1,28.60000038,23.406010264422207,0,23.613769869045317
2021-11-09 09:00:00,predictive,0,0,6.012910842895508,1,28.60000038,23.613769869045317,-1,22.813219089483503
2021-11-09 09:05:00,predictive,0,0,6.089392185211182,1,28.70000076,22.813219089483503,0,23.048690356304164
2021-11-09 09:10:00,predictive,1,1,6.164065361022949,1,28.60000038,23.048690356304164,0,23.370742757252
2021-11-09 09:15:00,predictive,1,2,6.237207412719727,1,28.5,23.370742757252,0,23.775913046961918
2021-11-09 09:20:00,predictive,1,1,6.310471534729004,1,28.39999962,23.775913046961918,0,24.060876509883443
